CODIGO_VER,COD_DPTO,DPTOMPIO,NOM_DEP,NOMB_MPIO,NOMBRE_VER,VIGENCIA,AREA_HA
05001001,05,05001,ANTIOQUIA,MEDELLÍN,AGUAS FRIAS,2017,357.743183791
05001002,05,05001,ANTIOQUIA,MEDELLÍN,ALTAVISTA CENTRAL,2006,319.196637918
05001003,05,05001,ANTIOQUIA,MEDELLÍN,BARRO BLANCO,2006,285.548782053
05001004,05,05001,ANTIOQUIA,MEDELLÍN,BOQUERON,2006,556.129951222
05001005,05,05001,ANTIOQUIA,MEDELLÍN,BUGA PATIO BONITO,2006,401.61156073
05001006,05,05001,ANTIOQUIA,MEDELLÍN,EL ASTILLERO,2006,1430.34977761
05001007,05,05001,ANTIOQUIA,MEDELLÍN,EL CARMELO,2006,100.920816448
05001008,05,05001,ANTIOQUIA,MEDELLÍN,EL CERRO,2006,188.454124754
05001009,05,05001,ANTIOQUIA,MEDELLÍN,EL CORAZÓN EL MORRO,2006,670.297453626
05001010,05,05001,ANTIOQUIA,MEDELLÍN,EL JARDÍN,2006,294.293427872
05001011,05,05001,ANTIOQUIA,MEDELLÍN,EL LLANO,2006,118.6804176
05001012,05,05001,ANTIOQUIA,MEDELLÍN,EL LLANO (SANTA ELENA),2006,201.969673262
05001013,05,05001,ANTIOQUIA,MEDELLÍN,EL PATIO,2006,305.949262081
05001014,05,05001,ANTIOQUIA,MEDELLÍN,EL PICACHO,2006,155.934591184
05001015,05,05001,ANTIOQUIA,MEDELLÍN,EL PLACER,2006,229.244796491
05001016,05,05001,ANTIOQUIA,MEDELLÍN,EL PLAN,2006,587.708785529
05001017,05,05001,ANTIOQUIA,MEDELLÍN,EL SALADO,2006,731.257859591
05001018,05,05001,ANTIOQUIA,MEDELLÍN,EL UVITO,2006,174.225683662
05001019,05,05001,ANTIOQUIA,MEDELLÍN,EL YOLOMBO,2006,416.134581319
05001020,05,05001,ANTIOQUIA,MEDELLÍN,LA ALDEA,2006,196.30893453
05001021,05,05001,ANTIOQUIA,MEDELLÍN,LA CUCHILLA,2006,198.641675029
05001022,05,05001,ANTIOQUIA,MEDELLÍN,LA ESPERANZA,2006,191.653514787
05001023,05,05001,ANTIOQUIA,MEDELLÍN,LA FLORIDA,2006,219.419622424
05001024,05,05001,ANTIOQUIA,MEDELLÍN,LA FRISOLA,2006,880.910788698
05001025,05,05001,ANTIOQUIA,MEDELLÍN,LA ILUSIÓN,2006,306.434049799
05001026,05,05001,ANTIOQUIA,MEDELLÍN,LA LOMA,2006,637.951453695
05001027,05,05001,ANTIOQUIA,MEDELLÍN,LA PALMA,2006,705.005134335
05001028,05,05001,ANTIOQUIA,MEDELLÍN,LA PLAYAS,2006,125.744745217
05001029,05,05001,ANTIOQUIA,MEDELLÍN,LA SUCIA,2006,269.557853696
05001030,05,05001,ANTIOQUIA,MEDELLÍN,LA SUIZA,2006,1322.62204834
05001031,05,05001,ANTIOQUIA,MEDELLÍN,LA VERDE,2017,649.650202809
05001032,05,05001,ANTIOQUIA,MEDELLÍN,LAS PALMAS,2006,1249.2065577711
05001033,05,05001,ANTIOQUIA,MEDELLÍN,MAZO,2006,497.203853185
05001034,05,05001,ANTIOQUIA,MEDELLÍN,MEDIA LUNA,2006,902.173873574
05001035,05,05001,ANTIOQUIA,MEDELLÍN,MONTANITA,2006,232.226068961
05001036,05,05001,ANTIOQUIA,MEDELLÍN,NARANJAL,2006,197.48027928
05001037,05,05001,ANTIOQUIA,MEDELLÍN,PAJARITO,2017,100.013558972
05001038,05,05001,ANTIOQUIA,MEDELLÍN,PEDREGAL ALTO,2006,221.8484148
05001039,05,05001,ANTIOQUIA,MEDELLÍN,PIEDRA GORDA,2006,295.030146923
05001040,05,05001,ANTIOQUIA,MEDELLÍN,PIEDRAS BLANCAS-MATASANO,2006,2157.56010605
05001041,05,05001,ANTIOQUIA,MEDELLÍN,POTRERA MISERENGA,2006,525.734795744
05001042,05,05001,ANTIOQUIA,MEDELLÍN,POTRERITO,2006,413.105181928
05001043,05,05001,ANTIOQUIA,MEDELLÍN,SAN JOSÉ,2017,29.3007842261
05001044,05,05001,ANTIOQUIA,MEDELLÍN,SAN JOSÉ DE LA MONTAÑA,2006,379.364507241
05001045,05,05001,ANTIOQUIA,MEDELLÍN,SAN JOSÉ DE MANZANILLO,2006,202.751983558
05001046,05,05001,ANTIOQUIA,MEDELLÍN,SAN PABLO,2017,331.185429685
05001047,05,05001,ANTIOQUIA,MEDELLÍN,SANTA ELENEA SECTOR CENTRAL,2006,328.728653657
05001048,05,05001,ANTIOQUIA,MEDELLÍN,SECTOR CENTRAL,2006,949.668046931
05001049,05,05001,ANTIOQUIA,MEDELLÍN,TRAVESIAS,2006,119.509058223
05001050,05,05001,ANTIOQUIA,MEDELLÍN,URQUITA,2006,553.4841872
05001051,05,05001,ANTIOQUIA,MEDELLÍN,VOLCANA GUAYABAL,2006,1088.35265824
05001052,05,05001,ANTIOQUIA,MEDELLÍN,YARUMALITO,2006,1741.15213927
05002001,05,05002,ANTIOQUIA,ABEJORRAL,VEREDA ALTAMIRA,2007,215.701816811
05002002,05,05002,ANTIOQUIA,ABEJORRAL,VEREDA ALTO BONITO,2007,181.703566237
05002003,05,05002,ANTIOQUIA,ABEJORRAL,VEREDA ALTO DE LETRAS,2007,253.136187515
05002004,05,05002,ANTIOQUIA,ABEJORRAL,VEREDA AURES ARRIBA,2007,2030.30838924
05002005,05,05002,ANTIOQUIA,ABEJORRAL,VEREDA AURES EL SILENCIO,2007,588.828639578
05002006,05,05002,ANTIOQUIA,ABEJORRAL,CAÑAVERAL,2007,737.021009905
05002007,05,05002,ANTIOQUIA,ABEJORRAL,CARRIZALES,2007,875.901898917
05002008,05,05002,ANTIOQUIA,ABEJORRAL,CHAGUAL,2007,967.304180358
05002009,05,05002,ANTIOQUIA,ABEJORRAL,COMBIA,2007,341.058981181
05002010,05,05002,ANTIOQUIA,ABEJORRAL,CORINTO,2007,675.302142503
05002011,05,05002,ANTIOQUIA,ABEJORRAL,EL BUEY,2007,756.2929375
05002012,05,05002,ANTIOQUIA,ABEJORRAL,EL BUEY COLMENAS,2007,1092.66026057
05002013,05,05002,ANTIOQUIA,ABEJORRAL,EL CARMELO,2007,308.391547228
05002014,05,05002,ANTIOQUIA,ABEJORRAL,EL CARRIZAL,2007,52.1250785061
05002015,05,05002,ANTIOQUIA,ABEJORRAL,EL CHAGUALO,2007,939.910349274
05002016,05,05002,ANTIOQUIA,ABEJORRAL,EL ERIZO,2007,1440.71449686
05002017,05,05002,ANTIOQUIA,ABEJORRAL,EL GRANADILLO,2007,588.86261602
05002018,05,05002,ANTIOQUIA,ABEJORRAL,EL GUAICO,2007,1023.40540131
05002019,05,05002,ANTIOQUIA,ABEJORRAL,EL MORRON,2007,422.192762576
05002020,05,05002,ANTIOQUIA,ABEJORRAL,EL VERSUBIO,2007,1271.74321217
05002021,05,05002,ANTIOQUIA,ABEJORRAL,EL VOLCAN,2007,401.312735886
05002022,05,05002,ANTIOQUIA,ABEJORRAL,GUAYABAL,2007,1879.56119764
05002023,05,05002,ANTIOQUIA,ABEJORRAL,GUAYAQUIL,2007,835.382750882
05002024,05,05002,ANTIOQUIA,ABEJORRAL,LA BETULIA,2007,427.632354649
05002025,05,05002,ANTIOQUIA,ABEJORRAL,LA CASCADA,2007,846.380792137
05002026,05,05002,ANTIOQUIA,ABEJORRAL,LA CIRCITA,2007,552.926308829
05002027,05,05002,ANTIOQUIA,ABEJORRAL,LA CORDILLERA,2007,1073.87464627
05002028,05,05002,ANTIOQUIA,ABEJORRAL,LA ESPERANZA,2007,501.128552765
05002029,05,05002,ANTIOQUIA,ABEJORRAL,LA FLORIDA,2007,254.825854755
05002030,05,05002,ANTIOQUIA,ABEJORRAL,LA LABOR,2007,2136.64046331
05002031,05,05002,ANTIOQUIA,ABEJORRAL,LA LOMA,2007,482.107482924
05002032,05,05002,ANTIOQUIA,ABEJORRAL,LA NUBIA,2007,214.386205493
05002033,05,05002,ANTIOQUIA,ABEJORRAL,LA PEÑA,2007,557.718177263
05002034,05,05002,ANTIOQUIA,ABEJORRAL,LA PERDIDA,2007,617.661129744
05002035,05,05002,ANTIOQUIA,ABEJORRAL,LA POLKA,2007,484.574393437
05002036,05,05002,ANTIOQUIA,ABEJORRAL,LA PRIMAVERA,2007,328.972804152
05002037,05,05002,ANTIOQUIA,ABEJORRAL,LA SALTADERA,2007,552.239841431
05002038,05,05002,ANTIOQUIA,ABEJORRAL,LA SAMARIA,2007,294.054300202
05002039,05,05002,ANTIOQUIA,ABEJORRAL,LA VICTORIA,2007,1577.62154559
05002040,05,05002,ANTIOQUIA,ABEJORRAL,LLANADAS,2007,1880.68529143
05002041,05,05002,ANTIOQUIA,ABEJORRAL,LLANO GRANDE,2007,824.40325876
05002042,05,05002,ANTIOQUIA,ABEJORRAL,LOMA PARTE BAJA,2007,529.63970721
05002043,05,05002,ANTIOQUIA,ABEJORRAL,LOS RASTROJOS,2007,343.475574545
05002044,05,05002,ANTIOQUIA,ABEJORRAL,MATA DE GUADUA,2007,120.635435546
05002045,05,05002,ANTIOQUIA,ABEJORRAL,MONTEL ORO - EL REPOSO,2007,786.33933009
05002046,05,05002,ANTIOQUIA,ABEJORRAL,MORRO GORDO,2007,841.54406756
05002047,05,05002,ANTIOQUIA,ABEJORRAL,NARANJAL,2007,1385.4177412
05002048,05,05002,ANTIOQUIA,ABEJORRAL,PANTANO NEGRO,2007,559.932687778
05002049,05,05002,ANTIOQUIA,ABEJORRAL,PIEDRA CANELA,2007,2102.80923631
05002050,05,05002,ANTIOQUIA,ABEJORRAL,PORTUGAL,2007,812.758002985
05002051,05,05002,ANTIOQUIA,ABEJORRAL,PURINA,2007,1336.23713053
05002052,05,05002,ANTIOQUIA,ABEJORRAL,VEREDA QUEBRADANEGRA,2007,2126.19066117
05002053,05,05002,ANTIOQUIA,ABEJORRAL,VEREDA QUEBRADONA ABAJO,2007,619.49809505
05002054,05,05002,ANTIOQUIA,ABEJORRAL,VEREDA QUEBRADONA ARRIBA,2007,795.231350498
05002055,05,05002,ANTIOQUIA,ABEJORRAL,SAN BARTOLO,2007,1438.59196782
05002056,05,05002,ANTIOQUIA,ABEJORRAL,SAN BERNARDO,2007,750.823641726
05002057,05,05002,ANTIOQUIA,ABEJORRAL,SAN JOSE,2007,162.435422208
05002058,05,05002,ANTIOQUIA,ABEJORRAL,SAN LUIS,2007,469.272414084
05002059,05,05002,ANTIOQUIA,ABEJORRAL,SAN PEDRO,2007,512.172388819
05002060,05,05002,ANTIOQUIA,ABEJORRAL,SAN VICENTE,2007,429.64842697
05002061,05,05002,ANTIOQUIA,ABEJORRAL,SANTA  ANA,2007,266.001917507
05002062,05,05002,ANTIOQUIA,ABEJORRAL,SANTA CATALINA,2007,1045.1647933900001
05002063,05,05002,ANTIOQUIA,ABEJORRAL,SOTAYAC,2007,69.3740517776
05002064,05,05002,ANTIOQUIA,ABEJORRAL,VEREDA YARUMAL,2007,1599.88246072
05004001,05,05004,ANTIOQUIA,ABRIAQUÍ,CORCOBADO,2007,6506.92768738
05004002,05,05004,ANTIOQUIA,ABRIAQUÍ,EL CEJEN,2007,601.284956156
05004003,05,05004,ANTIOQUIA,ABRIAQUÍ,LA ANTIGUA,2007,715.915993095
05004004,05,05004,ANTIOQUIA,ABRIAQUÍ,LA NANCUY,2007,2836.58660202
05004005,05,05004,ANTIOQUIA,ABRIAQUÍ,LA TIMOTEA,2007,564.183585111
05004006,05,05004,ANTIOQUIA,ABRIAQUÍ,LAS JUNTAS,2007,2544.30621754
05004007,05,05004,ANTIOQUIA,ABRIAQUÍ,MONOS,2007,2393.8759631
05004008,05,05004,ANTIOQUIA,ABRIAQUÍ,PIEDRAS,2007,3518.33555212
05004009,05,05004,ANTIOQUIA,ABRIAQUÍ,POTREROS,2007,2208.98303579
05004010,05,05004,ANTIOQUIA,ABRIAQUÍ,SAN JOSÉ,2007,2429.68648456
05004011,05,05004,ANTIOQUIA,ABRIAQUÍ,SAN RUPERTO,2007,3982.61999322
05004012,05,05004,ANTIOQUIA,ABRIAQUÍ,SANTA TERESA,2007,1377.20926813
05021001,05,05021,ANTIOQUIA,ALEJANDRÍA,CRUCES,2007,701.792133272
05021002,05,05021,ANTIOQUIA,ALEJANDRÍA,EL CARBON,2007,716.921444575
05021003,05,05021,ANTIOQUIA,ALEJANDRÍA,EL CERRO,2007,1201.58895472
05021004,05,05021,ANTIOQUIA,ALEJANDRÍA,EL POPO,2007,878.661245366
05021005,05,05021,ANTIOQUIA,ALEJANDRÍA,EL RESPALDO,2007,1692.45706091
05021006,05,05021,ANTIOQUIA,ALEJANDRÍA,LA INMACULADA,2007,487.376712433
05021007,05,05021,ANTIOQUIA,ALEJANDRÍA,LA PAVA,2007,603.146546991
05021008,05,05021,ANTIOQUIA,ALEJANDRÍA,PIEDRAS,2007,398.00116264
05021009,05,05021,ANTIOQUIA,ALEJANDRÍA,REMOLINO,2007,537.800442778
05021010,05,05021,ANTIOQUIA,ALEJANDRÍA,SAN JOSE,2007,462.836031407
05021011,05,05021,ANTIOQUIA,ALEJANDRÍA,SAN LORENZO,2007,1405.85049309
05021012,05,05021,ANTIOQUIA,ALEJANDRÍA,SAN MIGUEL,2007,723.222842992
05021013,05,05021,ANTIOQUIA,ALEJANDRÍA,SAN PEDRO,2007,2222.78999344
05021014,05,05021,ANTIOQUIA,ALEJANDRÍA,TOCAIMA,2007,820.796458505
05030001,05,05030,ANTIOQUIA,AMAGÁ,CAMILO C,2007,383.544822498
05030002,05,05030,ANTIOQUIA,AMAGÁ,EL CEDRO,2007,697.201201898
05030003,05,05030,ANTIOQUIA,AMAGÁ,EL GUAIMARAL,2007,566.726911875
05030004,05,05030,ANTIOQUIA,AMAGÁ,EL MORRO,2007,217.951373827
05030005,05,05030,ANTIOQUIA,AMAGÁ,LA CLARITA 1,2007,183.712466655
05030006,05,05030,ANTIOQUIA,AMAGÁ,LA CLARITA 2,2007,115.667690358
05030007,05,05030,ANTIOQUIA,AMAGÁ,LA DELGADITA,2007,146.451131838
05030008,05,05030,ANTIOQUIA,AMAGÁ,LA FERRERIA,2007,168.15543754
05030009,05,05030,ANTIOQUIA,AMAGÁ,LA GUALI,2007,235.777583322
05030010,05,05030,ANTIOQUIA,AMAGÁ,LAS PEÑAS,2007,143.986936162
05030011,05,05030,ANTIOQUIA,AMAGÁ,MALABRIGO,2007,366.36876231
05030012,05,05030,ANTIOQUIA,AMAGÁ,MANI DEL CARDAL,2007,118.998128522
05030013,05,05030,ANTIOQUIA,AMAGÁ,MINAS,2007,279.7415765
05030014,05,05030,ANTIOQUIA,AMAGÁ,NECHI,2007,599.939799507
05030015,05,05030,ANTIOQUIA,AMAGÁ,NICANOR RESTREPO,2007,481.302148736
05030016,05,05030,ANTIOQUIA,AMAGÁ,PIEDECUESTA,2007,465.726313125
05030017,05,05030,ANTIOQUIA,AMAGÁ,PUEBLITO DE LOS BOLIVARES,2007,215.745452365
05030018,05,05030,ANTIOQUIA,AMAGÁ,PUEBLITO DE LOS SANCHEZ,2007,681.438663468
05030019,05,05030,ANTIOQUIA,AMAGÁ,PUEBLITO DE SAN JOSE,2007,856.028548929
05030020,05,05030,ANTIOQUIA,AMAGÁ,TRAVESIAS,2007,979.173585122
05030021,05,05030,ANTIOQUIA,AMAGÁ,YARUMAL,2007,358.669450586
05031001,05,05031,ANTIOQUIA,AMALFI,ARENAS BLANCAS,2007,2416.9301019
05031002,05,05031,ANTIOQUIA,AMALFI,BOQUERON,2007,2093.58659082
05031003,05,05031,ANTIOQUIA,AMALFI,CARACOLI,2007,1999.58379198
05031004,05,05031,ANTIOQUIA,AMALFI,CESTILLAL,2007,1548.56728988
05031005,05,05031,ANTIOQUIA,AMALFI,CRUCERO MATA,2007,644.912361885
05031006,05,05031,ANTIOQUIA,AMALFI,CRUCES,2007,998.089708255
05031007,05,05031,ANTIOQUIA,AMALFI,EL CAÑAL,2007,3124.24183652
05031008,05,05031,ANTIOQUIA,AMALFI,EL CASTILLO,2007,482.182528156
05031009,05,05031,ANTIOQUIA,AMALFI,EL DORADO,2007,950.53514612
05031010,05,05031,ANTIOQUIA,AMALFI,EL ENCANTO,2007,887.87223873
05031011,05,05031,ANTIOQUIA,AMALFI,EL GUAICO,2007,3710.78624697
05031012,05,05031,ANTIOQUIA,AMALFI,EL JARDIN,2007,4674.77804369
05031013,05,05031,ANTIOQUIA,AMALFI,EL LAGARTO,2007,1165.11527125
05031014,05,05031,ANTIOQUIA,AMALFI,EL RETIRO,2007,910.738731298
05031015,05,05031,ANTIOQUIA,AMALFI,EL RIO,2007,1566.7063704
05031016,05,05031,ANTIOQUIA,AMALFI,EL SILENCIO,2007,1495.74910304
05031017,05,05031,ANTIOQUIA,AMALFI,EL TAPARO,2007,2093.67136369
05031018,05,05031,ANTIOQUIA,AMALFI,EL TIGRILLO,2007,3696.28882767
05031019,05,05031,ANTIOQUIA,AMALFI,GUAMOCO,2007,539.742662256
05031020,05,05031,ANTIOQUIA,AMALFI,GUAYABITO,2007,4362.69435402
05031021,05,05031,ANTIOQUIA,AMALFI,LA ALDEA,2007,551.178233994
05031022,05,05031,ANTIOQUIA,AMALFI,LA AREIZA,2007,7649.81823543
05031023,05,05031,ANTIOQUIA,AMALFI,LA BLANQUITA - LA ESPERANZA,2007,3262.0716622
05031024,05,05031,ANTIOQUIA,AMALFI,LA CLARA,2007,2473.18529268
05031025,05,05031,ANTIOQUIA,AMALFI,LA CRISTALINA,2007,647.008517087
05031026,05,05031,ANTIOQUIA,AMALFI,LA GARDENIA,2007,963.592487926
05031027,05,05031,ANTIOQUIA,AMALFI,LA GURRIA,2007,755.672090526
05031028,05,05031,ANTIOQUIA,AMALFI,LA GUYANA,2007,2236.93437141
05031029,05,05031,ANTIOQUIA,AMALFI,LA MANGUITA,2007,3770.96647397
05031030,05,05031,ANTIOQUIA,AMALFI,LA MARGARITA,2007,863.85083886
05031031,05,05031,ANTIOQUIA,AMALFI,LA MARIA,2007,2463.3512144
05031032,05,05031,ANTIOQUIA,AMALFI,LA PICARDIA,2007,1662.7147492
05031033,05,05031,ANTIOQUIA,AMALFI,LA VETILLA,2007,9779.48809951
05031034,05,05031,ANTIOQUIA,AMALFI,LA VIBORA,2007,4323.82144765
05031035,05,05031,ANTIOQUIA,AMALFI,LAS ANIMAS,2007,2141.61696158
05031036,05,05031,ANTIOQUIA,AMALFI,LAS PAVAS,2007,1013.13177799
05031037,05,05031,ANTIOQUIA,AMALFI,LOS MANGOS,2007,2278.49810972
05031038,05,05031,ANTIOQUIA,AMALFI,LOS TOROS,2007,5328.1314904
05031039,05,05031,ANTIOQUIA,AMALFI,MANZANILLO,2007,1327.14240283
05031040,05,05031,ANTIOQUIA,AMALFI,MARIA TERESA,2007,1411.23313102
05031041,05,05031,ANTIOQUIA,AMALFI,MONDRAGON,2007,1393.61495072
05031042,05,05031,ANTIOQUIA,AMALFI,MONOS,2007,2365.47109823
05031043,05,05031,ANTIOQUIA,AMALFI,MONTEBELLO,2007,1989.44849658
05031044,05,05031,ANTIOQUIA,AMALFI,NARANJAL,2007,2034.05432437
05031045,05,05031,ANTIOQUIA,AMALFI,NARANJITOS,2007,1150.08205692
05031046,05,05031,ANTIOQUIA,AMALFI,PINTO LIMON,2007,738.52218808
05031047,05,05031,ANTIOQUIA,AMALFI,POCORÓ,2007,2115.21381858
05031048,05,05031,ANTIOQUIA,AMALFI,PORTACHUELO,2007,3000.79876522
05031049,05,05031,ANTIOQUIA,AMALFI,RISARALDA,2007,2445.95918111
05031050,05,05031,ANTIOQUIA,AMALFI,ROMAZON,2007,3003.2973134
05031051,05,05031,ANTIOQUIA,AMALFI,SALAZAR,2007,560.479360657
05031052,05,05031,ANTIOQUIA,AMALFI,SAN ANTONIO,2007,343.3132809
05031053,05,05031,ANTIOQUIA,AMALFI,SAN MIGUEL,2007,1003.88604947
05031054,05,05031,ANTIOQUIA,AMALFI,SONADORA,2007,294.153846739
05031055,05,05031,ANTIOQUIA,AMALFI,TINITA,2007,2944.23105263
05031056,05,05031,ANTIOQUIA,AMALFI,TINTACITA,2007,1099.97728737
05034001,05,05034,ANTIOQUIA,ANDES,ALTO CAÑAVERAL,2007,1089.01115032
05034002,05,05034,ANTIOQUIA,ANDES,ALTO DEL RAYO,2007,105.281015748
05034003,05,05034,ANTIOQUIA,ANDES,ALTO SENÓN,2007,382.691131476
05034004,05,05034,ANTIOQUIA,ANDES,BAJO CAÑAVERAL,2007,405.989771055
05034006,05,05034,ANTIOQUIA,ANDES,CALIFORNIA,2007,369.756744099
05034007,05,05034,ANTIOQUIA,ANDES,CASCAJERO,2007,236.655052952
05034008,05,05034,ANTIOQUIA,ANDES,CHAPARRALITO,2007,69.9824350619
05034009,05,05034,ANTIOQUIA,ANDES,EGIPTO,2007,208.356142285
05034010,05,05034,ANTIOQUIA,ANDES,EL BARCINTO,2007,120.94354157
05034011,05,05034,ANTIOQUIA,ANDES,EL CARDAL,2007,235.619336129
05034012,05,05034,ANTIOQUIA,ANDES,EL CEDRON,2007,187.070072273
05034013,05,05034,ANTIOQUIA,ANDES,EL CHISPERO,2007,114.127431635
05034014,05,05034,ANTIOQUIA,ANDES,EL CRUCERO,2007,676.665448462
05034015,05,05034,ANTIOQUIA,ANDES,EL IGNACIO,2007,34.3150837336
05034016,05,05034,ANTIOQUIA,ANDES,EL LÍBANO,2007,681.629581203
05034017,05,05034,ANTIOQUIA,ANDES,EL ROJO,2007,154.083843408
05034018,05,05034,ANTIOQUIA,ANDES,EL TAPADO,2007,252.265306319
05034019,05,05034,ANTIOQUIA,ANDES,GUAIMARAL,2007,156.835266107
05034020,05,05034,ANTIOQUIA,ANDES,LA AGUADA,2007,66.8943068088
05034021,05,05034,ANTIOQUIA,ANDES,LA ARGENTINA,2007,689.121363856
05034022,05,05034,ANTIOQUIA,ANDES,LA AVANZADA,2007,196.881438116
05034023,05,05034,ANTIOQUIA,ANDES,LA BODEGA,2007,270.773592727
05034024,05,05034,ANTIOQUIA,ANDES,LA BORRAJA,2007,1000.61011344
05034025,05,05034,ANTIOQUIA,ANDES,LA CEDRONA,2007,242.363465934
05034026,05,05034,ANTIOQUIA,ANDES,LA CLARA,2007,267.293561421
05034027,05,05034,ANTIOQUIA,ANDES,LA COMUNA,2007,171.370411158
05034028,05,05034,ANTIOQUIA,ANDES,LA CRISTALINA,2007,756.037525698
05034029,05,05034,ANTIOQUIA,ANDES,LA ERMITA,2007,534.44155617
05034030,05,05034,ANTIOQUIA,ANDES,LA ESPERANZA_HOYO GRANDE,2007,719.58003335
05034031,05,05034,ANTIOQUIA,ANDES,LA LEGIA,2007,503.875979539
05034032,05,05034,ANTIOQUIA,ANDES,LA MANUELA,2007,514.71201607
05034033,05,05034,ANTIOQUIA,ANDES,LA MESENIA,2007,904.535201148
05034034,05,05034,ANTIOQUIA,ANDES,LA PIEDRA,2007,1569.00658086
05034035,05,05034,ANTIOQUIA,ANDES,LA PRADERA,2007,534.945644301
05034036,05,05034,ANTIOQUIA,ANDES,LA ROCHELA,2007,846.283501338
05034037,05,05034,ANTIOQUIA,ANDES,LA SIRIA,2007,869.007963983
05034038,05,05034,ANTIOQUIA,ANDES,LA SOLEDAD,2007,611.796858216
05034039,05,05034,ANTIOQUIA,ANDES,LA SOLITA,2007,452.648339159
05034040,05,05034,ANTIOQUIA,ANDES,LAS COLONIAS,2007,133.454658485
05034041,05,05034,ANTIOQUIA,ANDES,LAS FLORES,2007,683.998861975
05034042,05,05034,ANTIOQUIA,ANDES,MEDIA LUNA,2007,313.799938657
05034043,05,05034,ANTIOQUIA,ANDES,MONTE BLANCO,2007,298.74064658
05034044,05,05034,ANTIOQUIA,ANDES,MONTE VERDE,2007,135.028050451
05034045,05,05034,ANTIOQUIA,ANDES,ORIZABA,2007,511.168455527
05034046,05,05034,ANTIOQUIA,ANDES,PALESTINA,2007,341.469224952
05034047,05,05034,ANTIOQUIA,ANDES,RESERVA FORESTAL,2007,11051.1411051
05034048,05,05034,ANTIOQUIA,ANDES,RIO CLARO,2007,149.432372334
05034049,05,05034,ANTIOQUIA,ANDES,RISARALDA,2007,259.463385432
05034050,05,05034,ANTIOQUIA,ANDES,SAN AGUSTIN,2007,2376.02244908
05034051,05,05034,ANTIOQUIA,ANDES,SAN ANTONIO,2007,628.334934844
05034052,05,05034,ANTIOQUIA,ANDES,SAN BARTOLO,2007,496.348202628
05034053,05,05034,ANTIOQUIA,ANDES,SAN CARLOS,2007,216.803608352
05034054,05,05034,ANTIOQUIA,ANDES,SAN FERNANDO,2007,139.454151293
05034055,05,05034,ANTIOQUIA,ANDES,SAN GREGORIO,2007,230.053875909
05034056,05,05034,ANTIOQUIA,ANDES,SAN JULIAN,2007,155.217543658
05034057,05,05034,ANTIOQUIA,ANDES,SAN MIGUEL,2007,323.429907287
05034058,05,05034,ANTIOQUIA,ANDES,SAN PEDRO ABAJO,2007,180.241797088
05034059,05,05034,ANTIOQUIA,ANDES,SAN PEDRIO ARRIBA,2007,401.073304399
05034060,05,05034,ANTIOQUIA,ANDES,SAN PERUCHO,2007,511.444854331
05034061,05,05034,ANTIOQUIA,ANDES,SANTA ELENA,2007,497.971732229
05034062,05,05034,ANTIOQUIA,ANDES,SANTA ISABEL,2007,1040.58924477
05034063,05,05034,ANTIOQUIA,ANDES,VALLE UMBRÍA,2007,854.899741855
05034064,05,05034,ANTIOQUIA,ANDES,YARUMAL,2007,919.8008037
05036001,05,05036,ANTIOQUIA,ANGELÓPOLIS,CIENAGUITA,2007,515.41130947
05036002,05,05036,ANTIOQUIA,ANGELÓPOLIS,EL BARRO,2007,335.901257477
05036003,05,05036,ANTIOQUIA,ANGELÓPOLIS,EL NUDILLO,2007,524.162366666
05036004,05,05036,ANTIOQUIA,ANGELÓPOLIS,LA CASCAJALA,2007,751.251627803
05036005,05,05036,ANTIOQUIA,ANGELÓPOLIS,LA CLARA,2007,914.248293412
05036006,05,05036,ANTIOQUIA,ANGELÓPOLIS,LA ESTACIÓN,2007,421.815370912
05036007,05,05036,ANTIOQUIA,ANGELÓPOLIS,PROMISIÓN,2007,335.533696574
05036008,05,05036,ANTIOQUIA,ANGELÓPOLIS,ROMEDAL,2007,2600.73887197
05036009,05,05036,ANTIOQUIA,ANGELÓPOLIS,SAN ISIDRO,2007,843.274378043
05036010,05,05036,ANTIOQUIA,ANGELÓPOLIS,SANTA ANA,2007,315.841263689
05036011,05,05036,ANTIOQUIA,ANGELÓPOLIS,SANTA BARBARA,2007,365.58052145
05036012,05,05036,ANTIOQUIA,ANGELÓPOLIS,SANTA RITA,2007,186.697008976
05038001,05,05038,ANTIOQUIA,ANGOSTURA,ALTO RHIN,2007,199.627202859
05038002,05,05038,ANTIOQUIA,ANGOSTURA,BATEA SECA,2007,336.612216693
05038003,05,05038,ANTIOQUIA,ANGOSTURA,CAÑAVERAL ABAJO,2007,502.383392448
05038004,05,05038,ANTIOQUIA,ANGOSTURA,CAÑAVERAL ARRIBA,2007,202.99907599
05038005,05,05038,ANTIOQUIA,ANGOSTURA,CHOCHO ESCUELA,2007,171.407452818
05038006,05,05038,ANTIOQUIA,ANGOSTURA,CHOCHO LOMA,2007,160.183771562
05038007,05,05038,ANTIOQUIA,ANGOSTURA,CHOCHO RIO,2007,85.439705042400007
05038008,05,05038,ANTIOQUIA,ANGOSTURA,CONCEPCION,2007,1997.45238316
05038009,05,05038,ANTIOQUIA,ANGOSTURA,DOLORES,2007,3416.30779863
05038010,05,05038,ANTIOQUIA,ANGOSTURA,EL OLIVO,2007,115.201177997
05038011,05,05038,ANTIOQUIA,ANGOSTURA,EL SOCORRO,2007,188.319963121
