CODIGO_VER,COD_DPTO,DPTOMPIO,NOM_DEP,NOMB_MPIO,NOMBRE_VER,VIGENCIA,AREA_HA
05483007,05,05483,ANTIOQUIA,NARIÑO,EL CARAÑO,2007,455.153001688
05483008,05,05483,ANTIOQUIA,NARIÑO,EL CARMELO,2007,625.242752031
05483009,05,05483,ANTIOQUIA,NARIÑO,EL CONDOR,2007,1179.08176431
05483010,05,05483,ANTIOQUIA,NARIÑO,EL GUAMITO,2007,208.990612097
05483011,05,05483,ANTIOQUIA,NARIÑO,EL JAZMIN,2007,304.489691468
05483012,05,05483,ANTIOQUIA,NARIÑO,EL LIMON,2007,347.103122836
05483013,05,05483,ANTIOQUIA,NARIÑO,EL LLANO,2007,346.563255527
05483014,05,05483,ANTIOQUIA,NARIÑO,EL PALMAR,2007,246.092537267
05483015,05,05483,ANTIOQUIA,NARIÑO,EL PIÑAL,2007,1697.07673096
05483016,05,05483,ANTIOQUIA,NARIÑO,EL RECREO,2007,557.125755259
05483017,05,05483,ANTIOQUIA,NARIÑO,EL ROBLE,2007,345.138594683
05483018,05,05483,ANTIOQUIA,NARIÑO,EL ZAFIRO,2007,143.124805161
05483019,05,05483,ANTIOQUIA,NARIÑO,GUADUALITO,2007,972.615822872
05483020,05,05483,ANTIOQUIA,NARIÑO,GUAMAL,2007,959.714338553
05483021,05,05483,ANTIOQUIA,NARIÑO,LA ARGENTINA,2007,221.541988347
05483022,05,05483,ANTIOQUIA,NARIÑO,LA ESPAÑOLA,2007,1833.13120625
05483023,05,05483,ANTIOQUIA,NARIÑO,LA ESPERANZA,2007,260.612053793
05483024,05,05483,ANTIOQUIA,NARIÑO,LA HERMOSA,2007,372.689536553
05483025,05,05483,ANTIOQUIA,NARIÑO,LA IGUANA,2007,1361.08984784
05483026,05,05483,ANTIOQUIA,NARIÑO,LA LINDA,2007,514.245394557
05483027,05,05483,ANTIOQUIA,NARIÑO,LA PEDRERA,2007,104.714790766
05483028,05,05483,ANTIOQUIA,NARIÑO,LAS MANGAS,2007,305.792072039
05483029,05,05483,ANTIOQUIA,NARIÑO,LOS NARANJOS,2007,248.514226272
05483030,05,05483,ANTIOQUIA,NARIÑO,MEDIA CUESTA,2007,413.571078749
05483031,05,05483,ANTIOQUIA,NARIÑO,MONTECRISTO,2007,3156.61355825
05483032,05,05483,ANTIOQUIA,NARIÑO,MORRO AZUL,2007,733.752535462
05483033,05,05483,ANTIOQUIA,NARIÑO,NECHI,2007,480.673405111
05483034,05,05483,ANTIOQUIA,NARIÑO,PUERTO LINDO,2007,141.235615823
05483035,05,05483,ANTIOQUIA,NARIÑO,PUERTO VENUS,2007,146.591175903
05483036,05,05483,ANTIOQUIA,NARIÑO,QUEBRADA NEGRA,2007,156.364617193
05483037,05,05483,ANTIOQUIA,NARIÑO,QUEBRADA ONDA,2007,463.879826473
05483038,05,05483,ANTIOQUIA,NARIÑO,QUIEBRA DE SAN JOSE,2007,109.970008884
05483039,05,05483,ANTIOQUIA,NARIÑO,QUIEBRA DE SAN JUAN,2007,407.382920815
05483040,05,05483,ANTIOQUIA,NARIÑO,RIO ARRIBA,2007,250.285038037
05483041,05,05483,ANTIOQUIA,NARIÑO,SAN ANDRES,2007,1643.8921993
05483042,05,05483,ANTIOQUIA,NARIÑO,SAN MIGUEL,2007,1489.732
05483043,05,05483,ANTIOQUIA,NARIÑO,SAN PABLO,2007,596.456104679
05483044,05,05483,ANTIOQUIA,NARIÑO,SAN PEDRO ABAJO,2007,799.940170146
05483045,05,05483,ANTIOQUIA,NARIÑO,SAN PEDRIO ARRIBA,2007,1803.35351557
05483046,05,05483,ANTIOQUIA,NARIÑO,SANTA ROSA,2007,583.639103502
05483047,05,05483,ANTIOQUIA,NARIÑO,UVITAL,2007,811.98847181
05483048,05,05483,ANTIOQUIA,NARIÑO,VALVANERA,2007,902.126548249
05483049,05,05483,ANTIOQUIA,NARIÑO,VENECHO,2007,141.858441203
05490001,05,05490,ANTIOQUIA,NECOCLÍ,AGUA CLARA,2007,1153.46642132
05490002,05,05490,ANTIOQUIA,NECOCLÍ,ALGODÓN ABAJO,2007,436.792635469
05490003,05,05490,ANTIOQUIA,NECOCLÍ,ALGODÓN ARRIBA,2007,885.470082683
05490004,05,05490,ANTIOQUIA,NECOCLÍ,ALMACIGO ABAJO,2007,2389.20855371
05490005,05,05490,ANTIOQUIA,NECOCLÍ,ALMACIGO ARRIBA,2007,803.805945394
05490006,05,05490,ANTIOQUIA,NECOCLÍ,ALTO CARITO,2007,1614.91733782
05490007,05,05490,ANTIOQUIA,NECOCLÍ,ALTO DEL ROSARIO,2007,381.238928197
05490008,05,05490,ANTIOQUIA,NECOCLÍ,AMPE,2007,1295.56959757
05490009,05,05490,ANTIOQUIA,NECOCLÍ,ARIZAL,2007,1039.2055129
05490010,05,05490,ANTIOQUIA,NECOCLÍ,BARRIO ARRIBA,2007,1029.95191683
05490011,05,05490,ANTIOQUIA,NECOCLÍ,BOBAL CARITO,2007,1141.74648474
05490012,05,05490,ANTIOQUIA,NECOCLÍ,BOTIJUELA,2007,1015.50216343
05490013,05,05490,ANTIOQUIA,NECOCLÍ,BRISAS DEL RIO,2007,150.462566815
05490014,05,05490,ANTIOQUIA,NECOCLÍ,CABAÑAS,2007,5385.0762427
05490015,05,05490,ANTIOQUIA,NECOCLÍ,CAIMÃN NUEVO,2007,2330.65627844
05490016,05,05490,ANTIOQUIA,NECOCLÍ,CAIMÃN VIEJO,2007,440.862385857
05490017,05,05490,ANTIOQUIA,NECOCLÍ,CALDUCHO,2007,1047.37283042
05490018,05,05490,ANTIOQUIA,NECOCLÍ,CALLE LARGA,2007,1191.60216409
05490019,05,05490,ANTIOQUIA,NECOCLÍ,CARIBIA,2007,2125.00648755
05490020,05,05490,ANTIOQUIA,NECOCLÍ,CARLO ABAJO,2007,858.808944109
05490021,05,05490,ANTIOQUIA,NECOCLÍ,CASA BLANCA,2007,387.63792436
05490022,05,05490,ANTIOQUIA,NECOCLÍ,CIÉNAGA MULATICOS,2007,1338.34063916
05490023,05,05490,ANTIOQUIA,NECOCLÍ,CORCOBADO ABAJO,2007,1512.12359215
05490024,05,05490,ANTIOQUIA,NECOCLÍ,EL BARRO ABAJO,2007,739.320119899
05490025,05,05490,ANTIOQUIA,NECOCLÍ,EL BEJUCO,2007,895.05878029
05490026,05,05490,ANTIOQUIA,NECOCLÍ,EL BOBAL,2007,290.153478543
05490027,05,05490,ANTIOQUIA,NECOCLÍ,EL CABALLO,2007,1793.83521371
05490028,05,05490,ANTIOQUIA,NECOCLÍ,EL CARLOS,2007,329.586689292
05490029,05,05490,ANTIOQUIA,NECOCLÍ,EL CARRETO,2007,2188.86096078
05490030,05,05490,ANTIOQUIA,NECOCLÍ,EL CATIVO,2007,884.174026246
05490031,05,05490,ANTIOQUIA,NECOCLÍ,EL CERRO,2007,1994.0475630400001
05490032,05,05490,ANTIOQUIA,NECOCLÍ,EL CHEJAL,2007,876.306849057
05490033,05,05490,ANTIOQUIA,NECOCLÍ,EL COMEJÉN,2007,1576.22709024
05490034,05,05490,ANTIOQUIA,NECOCLÍ,EL GORGOJITO,2007,430.663173145
05490035,05,05490,ANTIOQUIA,NECOCLÍ,EL MELLITO ALTO,2007,3264.42392712
05490036,05,05490,ANTIOQUIA,NECOCLÍ,EL REPARO,2007,865.191885817
05490037,05,05490,ANTIOQUIA,NECOCLÍ,EL RETIRO,2007,858.351234392
05490038,05,05490,ANTIOQUIA,NECOCLÍ,EL TIGRE,2007,1535.65963736
05490039,05,05490,ANTIOQUIA,NECOCLÍ,EL TOTUMO,2007,859.779980995
05490040,05,05490,ANTIOQUIA,NECOCLÍ,EL VALE PAVAS,2007,1763.9703367
05490041,05,05490,ANTIOQUIA,NECOCLÍ,EL VENAO SEVILLA,2007,1272.12828465
05490042,05,05490,ANTIOQUIA,NECOCLÍ,EL VOLAO,2007,274.150790982
05490043,05,05490,ANTIOQUIA,NECOCLÍ,GARITÓN,2007,896.610215124
05490044,05,05490,ANTIOQUIA,NECOCLÍ,GIGANTÓN,2007,682.973810385
05490045,05,05490,ANTIOQUIA,NECOCLÍ,GUACAMAYA,2007,1526.12846888
05490046,05,05490,ANTIOQUIA,NECOCLÍ,IGUANA CENTRAL,2007,924.024216632
05490047,05,05490,ANTIOQUIA,NECOCLÍ,IGUANA PORVENIR,2007,2178.35510971
05490048,05,05490,ANTIOQUIA,NECOCLÍ,IGUANITA,2007,514.286947389
05490049,05,05490,ANTIOQUIA,NECOCLÍ,LA CAÑA,2007,854.870246921
05490050,05,05490,ANTIOQUIA,NECOCLÍ,LA CEIBITA,2007,1182.8110699
05490051,05,05490,ANTIOQUIA,NECOCLÍ,LA CENIZOSA,2007,636.218775308
05490052,05,05490,ANTIOQUIA,NECOCLÍ,LA COMARCA,2007,400.629012741
05490053,05,05490,ANTIOQUIA,NECOCLÍ,LA CULEBRIADA,2007,1490.84643175
05490054,05,05490,ANTIOQUIA,NECOCLÍ,LA ESCOBA,2007,934.294582815
05490055,05,05490,ANTIOQUIA,NECOCLÍ,LA MAGDALENA,2007,368.463400791
05490056,05,05490,ANTIOQUIA,NECOCLÍ,LA MERCED,2007,626.104776851
05490057,05,05490,ANTIOQUIA,NECOCLÍ,LA OLGA,2007,803.319309812
05490058,05,05490,ANTIOQUIA,NECOCLÍ,LA PUYA,2007,1741.23277258
05490059,05,05490,ANTIOQUIA,NECOCLÍ,LA SALADA,2007,274.808381296
05490060,05,05490,ANTIOQUIA,NECOCLÍ,LA YOKI CENIZOSA,2007,868.893755714
05490061,05,05490,ANTIOQUIA,NECOCLÍ,LAS CHANGAS,2007,936.904121783
05490062,05,05490,ANTIOQUIA,NECOCLÍ,LAS PALMERAS,2007,1676.98612604
05490063,05,05490,ANTIOQUIA,NECOCLÍ,LAURELES,2007,1028.14010777
05490064,05,05490,ANTIOQUIA,NECOCLÍ,LECHUGAL,2007,8210.80792569
05490065,05,05490,ANTIOQUIA,NECOCLÍ,LIMONCITO,2007,1046.12764798
05490066,05,05490,ANTIOQUIA,NECOCLÍ,LOMA DE PIEDRA,2007,339.40957192
05490067,05,05490,ANTIOQUIA,NECOCLÍ,LOS NARANJOS,2007,870.817904894
05490068,05,05490,ANTIOQUIA,NECOCLÍ,MARIMONDA EL CERRO,2007,2020.32832024
05490069,05,05490,ANTIOQUIA,NECOCLÍ,MARIMONDA MULATOS,2007,3408.23178392
05490070,05,05490,ANTIOQUIA,NECOCLÍ,MELLO VILLAVICENCIO,2007,1732.55057096
05490071,05,05490,ANTIOQUIA,NECOCLÍ,MIRAMAR,2007,1410.04046026
05490072,05,05490,ANTIOQUIA,NECOCLÍ,MONCHOLO,2007,1037.13440583
05490073,05,05490,ANTIOQUIA,NECOCLÍ,MULATICOS LA FE,2007,1127.09829661
05490074,05,05490,ANTIOQUIA,NECOCLÍ,MULATICOS LA UNIÓN,2007,400.913900726
05490075,05,05490,ANTIOQUIA,NECOCLÍ,MULATICOS PALESTINA,2007,920.54656667
05490076,05,05490,ANTIOQUIA,NECOCLÍ,MULATICOS PIEDRECITAS,2007,492.381094434
05490077,05,05490,ANTIOQUIA,NECOCLÍ,LOS MULATOS,2007,967.830295222
05490078,05,05490,ANTIOQUIA,NECOCLÍ,NUEVA ESPERANZA,2007,1811.40538814
05490079,05,05490,ANTIOQUIA,NECOCLÍ,NUEVA LUZ,2007,118.506476121
05490080,05,05490,ANTIOQUIA,NECOCLÍ,PATILLAL,2007,578.001083021
05490081,05,05490,ANTIOQUIA,NECOCLÍ,PIEDRECITA,2007,517.977152843
05490082,05,05490,ANTIOQUIA,NECOCLÍ,PITAMORRIAL,2007,889.724660708
05490083,05,05490,ANTIOQUIA,NECOCLÍ,PUEBLO NUEVO,2007,1428.67929696
05490084,05,05490,ANTIOQUIA,NECOCLÍ,PUNTA GORDA,2007,1082.32873615
05490085,05,05490,ANTIOQUIA,NECOCLÍ,RÍO NECOCLÍ,2007,1364.67948798
05490086,05,05490,ANTIOQUIA,NECOCLÍ,SAN ISIDRO,2007,1029.03657299
05490087,05,05490,ANTIOQUIA,NECOCLÍ,SAN JOAQUÍN,2007,1149.3808726
05490088,05,05490,ANTIOQUIA,NECOCLÍ,SAN JOSE DE MULATOS,2007,868.115723744
05490089,05,05490,ANTIOQUIA,NECOCLÍ,SAN SEBASTIÃN,2007,1395.0461719
05490090,05,05490,ANTIOQUIA,NECOCLÍ,SANTA CERRO,2007,277.269534541
05490091,05,05490,ANTIOQUIA,NECOCLÍ,SANTA CRUZ DEL CERRO,2007,1329.03037435
05490092,05,05490,ANTIOQUIA,NECOCLÍ,SANTA ROSA,2007,759.027769725
05490093,05,05490,ANTIOQUIA,NECOCLÍ,SANTA ROSA DE LOS PALMARES,2007,721.834767375
05490094,05,05490,ANTIOQUIA,NECOCLÍ,SANTA ROSA DE PUYA,2007,683.183242989
05490095,05,05490,ANTIOQUIA,NECOCLÍ,SUCIO ARRIBA,2007,1134.72460324
05490096,05,05490,ANTIOQUIA,NECOCLÍ,TULAPITA,2007,832.71781329
05490097,05,05490,ANTIOQUIA,NECOCLÍ,UMBITO,2007,1615.23165096
05490098,05,05490,ANTIOQUIA,NECOCLÍ,VALE ADENTRO,2007,754.629180297
05490099,05,05490,ANTIOQUIA,NECOCLÍ,VARA SANTA,2007,721.540280617
05490100,05,05490,ANTIOQUIA,NECOCLÍ,VENA DE PALMA,2007,1081.44588984
05490101,05,05490,ANTIOQUIA,NECOCLÍ,VILLA NUEVA,2007,1780.92095212
05490102,05,05490,ANTIOQUIA,NECOCLÍ,VIRGEN DEL COBRE,2007,2157.01040074
05490103,05,05490,ANTIOQUIA,NECOCLÍ,YOKY MACHENA,2007,950.332601591
05490104,05,05490,ANTIOQUIA,NECOCLÍ,ZAPATA,2007,736.838088333
05490105,05,05490,ANTIOQUIA,NECOCLÍ,ZAPATICA,2007,346.722916212
05495001,05,05495,ANTIOQUIA,NECHÍ,BELLA SOLA,2007,3293.2236167
05495002,05,05495,ANTIOQUIA,NECHÍ,BIJAGUAL,2007,1554.14027263
05495003,05,05495,ANTIOQUIA,NECHÍ,CACERÍ,2007,3980.56872696
05495004,05,05495,ANTIOQUIA,NECHÍ,CAÑO PESCADO,2007,13633.5828628
05495005,05,05495,ANTIOQUIA,NECHÍ,EL GUAMO,2007,2560.04873474
05495006,05,05495,ANTIOQUIA,NECHÍ,GRANADA,2007,1220.90900753
05495007,05,05495,ANTIOQUIA,NECHÍ,HOYO GRANDE,2007,8379.95083138
05495008,05,05495,ANTIOQUIA,NECHÍ,LA ARENOSA,2007,5102.69456483
05495009,05,05495,ANTIOQUIA,NECHÍ,LA CONCEPCIÓN,2007,4968.53866162
05495010,05,05495,ANTIOQUIA,NECHÍ,LA CONCHA,2007,1745.52681128
05495011,05,05495,ANTIOQUIA,NECHÍ,LA ESPERANZA,2007,4130.56158867
05495012,05,05495,ANTIOQUIA,NECHÍ,LA TRINIDAD,2007,9752.9304968
05495013,05,05495,ANTIOQUIA,NECHÍ,LA YE,2007,1908.34667404
05495014,05,05495,ANTIOQUIA,NECHÍ,LONDRES,2007,3778.9928618
05495015,05,05495,ANTIOQUIA,NECHÍ,MADRE DE DIOS,2007,743.680248855
05495016,05,05495,ANTIOQUIA,NECHÍ,PUERTO GAITAN,2007,1128.43020011
05495017,05,05495,ANTIOQUIA,NECHÍ,QUEBRADA CIENAGA,2007,5077.99241042
05495018,05,05495,ANTIOQUIA,NECHÍ,SAN MATEO,2007,1216.97990812
05495019,05,05495,ANTIOQUIA,NECHÍ,SAN PABLO,2007,14734.9911657
05495020,05,05495,ANTIOQUIA,NECHÍ,SAN PEDRO,2007,3724.78699245
05495021,05,05495,ANTIOQUIA,NECHÍ,SANTA MARIA,2007,935.613074107
05501001,05,05501,ANTIOQUIA,OLAYA,COMÚN COMINAL,2007,898.026469712
05501002,05,05501,ANTIOQUIA,OLAYA,EL CHAPON,2007,518.943003094
05501003,05,05501,ANTIOQUIA,OLAYA,EL GUAYABO,2007,1617.22325573
05501004,05,05501,ANTIOQUIA,OLAYA,EL PENCAL,2007,1403.99576386
05501005,05,05501,ANTIOQUIA,OLAYA,LA COLCHONA,2007,386.294190648
05501006,05,05501,ANTIOQUIA,OLAYA,LA FLORIDA,2007,227.668401455
05501007,05,05501,ANTIOQUIA,OLAYA,LA PLAYA,2007,526.005698068
05501008,05,05501,ANTIOQUIA,OLAYA,PIÑONES,2007,322.318217611
05501009,05,05501,ANTIOQUIA,OLAYA,QUEBRADA SECA,2007,2109.12037447
05501010,05,05501,ANTIOQUIA,OLAYA,TIEMBLA,2007,180.605378423
05501011,05,05501,ANTIOQUIA,OLAYA,VADAJOZ,2007,503.618451537
05541001,05,05541,ANTIOQUIA,PEÑOL,BONILLA,2008,819.080014482
05541002,05,05541,ANTIOQUIA,PEÑOL,CHIQUINQUIRA,2008,484.836947243
05541003,05,05541,ANTIOQUIA,PEÑOL,CONCORDIA,2008,427.328800514
05541004,05,05541,ANTIOQUIA,PEÑOL,DESPENSAS,2017,419.071292097
05541005,05,05541,ANTIOQUIA,PEÑOL,EL CARMELO,2008,397.734299514
05541006,05,05541,ANTIOQUIA,PEÑOL,EL CHILCO,2008,408.736854135
05541007,05,05541,ANTIOQUIA,PEÑOL,EL MARIAL,2008,1298.7072731600001
05541008,05,05541,ANTIOQUIA,PEÑOL,EL MORRO,2008,734.539143208
05541009,05,05541,ANTIOQUIA,PEÑOL,EL SALTO,2008,678.380215341
05541010,05,05541,ANTIOQUIA,PEÑOL,EL UVITAL,2008,160.323876646
05541011,05,05541,ANTIOQUIA,PEÑOL,EMBALSE PEÑOL-GUATAPE,2008,1892.09607881
05541012,05,05541,ANTIOQUIA,PEÑOL,GUAMITO,2008,513.364615567
05541013,05,05541,ANTIOQUIA,PEÑOL,HORIZONTES,2008,154.207648184
05541014,05,05541,ANTIOQUIA,PEÑOL,LA CHAPA,2008,303.740607253
05541015,05,05541,ANTIOQUIA,PEÑOL,LA CRISTALINA,2008,35.2022751735
05541016,05,05541,ANTIOQUIA,PEÑOL,LA CULEBRA,2008,198.874399317
05541017,05,05541,ANTIOQUIA,PEÑOL,LA HELIDA,2008,465.40680483
05541018,05,05541,ANTIOQUIA,PEÑOL,LA MAGDALENA,2008,202.589993794
05541019,05,05541,ANTIOQUIA,PEÑOL,LA MESETA,2008,468.381265053
05541021,05,05541,ANTIOQUIA,PEÑOL,PALESTINA,2008,182.198888842
05541022,05,05541,ANTIOQUIA,PEÑOL,PALMIRA,2008,618.697229622
05541023,05,05541,ANTIOQUIA,PEÑOL,PRIMAVERA,2008,257.328273904
05541024,05,05541,ANTIOQUIA,PEÑOL,SANTA ANA,2008,218.799032454
05541025,05,05541,ANTIOQUIA,PEÑOL,SANTA INES,2008,374.411832448
05543001,05,05543,ANTIOQUIA,PEQUE,BARBACOAS,2007,1674.91549954
05543002,05,05543,ANTIOQUIA,PEQUE,BELLAVISTA,2007,892.928793465
05543003,05,05543,ANTIOQUIA,PEQUE,CANDELARIA,2007,715.759986003
05543004,05,05543,ANTIOQUIA,PEQUE,EL AGRIO,2007,890.063633301
05543005,05,05543,ANTIOQUIA,PEQUE,EL AURA,2007,871.103904393
05543006,05,05543,ANTIOQUIA,PEQUE,EL PARAMO,2007,942.315150393
05543007,05,05543,ANTIOQUIA,PEQUE,EL POPAL,2007,448.341519916
05543008,05,05543,ANTIOQUIA,PEQUE,GUAYABAL,2007,1398.47715567
05543009,05,05543,ANTIOQUIA,PEQUE,GUAYABAL-PEÑA,2007,702.649503624
05543010,05,05543,ANTIOQUIA,PEQUE,JERIGUA,2007,853.299251497
05543011,05,05543,ANTIOQUIA,PEQUE,LA ARMENIA,2007,1273.34408331
05543012,05,05543,ANTIOQUIA,PEQUE,LA BASTILLA,2007,2014.09924235
05543013,05,05543,ANTIOQUIA,PEQUE,LA GUADUA,2007,2235.89883444
05543014,05,05543,ANTIOQUIA,PEQUE,LAS FALDAS,2007,254.558808005
05543015,05,05543,ANTIOQUIA,PEQUE,LAS FALDAS DEL CAFÉ,2007,996.309197069
05543016,05,05543,ANTIOQUIA,PEQUE,LAS LOMAS,2007,292.995389601
05543017,05,05543,ANTIOQUIA,PEQUE,LLANO DEL PUEBLO,2007,287.539971576
05543018,05,05543,ANTIOQUIA,PEQUE,LOMA DEL SAUCE,2007,991.774047236
05543019,05,05543,ANTIOQUIA,PEQUE,LOMITAS,2007,990.699892386
05543020,05,05543,ANTIOQUIA,PEQUE,LOS CHORROS,2007,2922.52180315
05543021,05,05543,ANTIOQUIA,PEQUE,LOS LLANOS,2007,2618.3754499
05543022,05,05543,ANTIOQUIA,PEQUE,MADERAL,2007,755.964435262
05543023,05,05543,ANTIOQUIA,PEQUE,MONTARRON,2007,967.032054006
05543024,05,05543,ANTIOQUIA,PEQUE,NUEVA LLANADA,2007,1892.77094166
05543025,05,05543,ANTIOQUIA,PEQUE,PORTACHUELO,2007,4939.08326689
05543026,05,05543,ANTIOQUIA,PEQUE,RENEGADO-VALLE,2007,2105.19570329
05543027,05,05543,ANTIOQUIA,PEQUE,ROMERAL-CHAMIZO,2007,1552.584556
05543028,05,05543,ANTIOQUIA,PEQUE,SAN JUAN DE RENEGADO,2007,359.249020399
05543029,05,05543,ANTIOQUIA,PEQUE,SAN JULIAN,2007,510.994381286
05543030,05,05543,ANTIOQUIA,PEQUE,SAN JULIANCITO,2007,219.189399842
05543031,05,05543,ANTIOQUIA,PEQUE,SAN MATEO,2007,1577.1389435
05543032,05,05543,ANTIOQUIA,PEQUE,SAN MIGUEL,2007,540.837969454
05543033,05,05543,ANTIOQUIA,PEQUE,SAN PABLO,2007,1469.79774719
05543034,05,05543,ANTIOQUIA,PEQUE,SANTA AGUEDA,2007,883.956365832
05543035,05,05543,ANTIOQUIA,PEQUE,TOLDAS,2007,331.549131124
05543036,05,05543,ANTIOQUIA,PEQUE,VEGA DEL INGLES,2007,982.151332283
05576001,05,05576,ANTIOQUIA,PUEBLORRICO,BENIO,2011,64.4177437807
05576002,05,05576,ANTIOQUIA,PUEBLORRICO,CALIFORNIA,2011,409.576658853
05576003,05,05576,ANTIOQUIA,PUEBLORRICO,CASTALIA,2011,97.4139416738
05576004,05,05576,ANTIOQUIA,PUEBLORRICO,CORINTO,2011,547.589506156
05576005,05,05576,ANTIOQUIA,PUEBLORRICO,EL CEDRÓN,2011,949.537894507
05576006,05,05576,ANTIOQUIA,PUEBLORRICO,HOYO GRANDE,2011,1915.11734908
05576007,05,05576,ANTIOQUIA,PUEBLORRICO,LA ENVIDIA,2011,117.71352726
05576008,05,05576,ANTIOQUIA,PUEBLORRICO,LA GOMEZ,2011,88.9597421766
05576009,05,05576,ANTIOQUIA,PUEBLORRICO,LA PICA,2011,522.043287065
05576010,05,05576,ANTIOQUIA,PUEBLORRICO,LA UNIÓN,2011,435.276753444
05576011,05,05576,ANTIOQUIA,PUEBLORRICO,LOURDES,2011,175.999130998
05576012,05,05576,ANTIOQUIA,PUEBLORRICO,MORRON,2011,154.505074866
05576013,05,05576,ANTIOQUIA,PUEBLORRICO,MULATICO,2011,320.156806769
05576014,05,05576,ANTIOQUIA,PUEBLORRICO,MULATO,2011,395.177625749
05576015,05,05576,ANTIOQUIA,PUEBLORRICO,PATUDAL,2011,337.672108152
05576016,05,05576,ANTIOQUIA,PUEBLORRICO,SAN FRANCISCO,2011,255.312686883
05576017,05,05576,ANTIOQUIA,PUEBLORRICO,SANTA BARBARA,2011,108.278284204
05576018,05,05576,ANTIOQUIA,PUEBLORRICO,SEVILLA,2011,167.652371617
05576019,05,05576,ANTIOQUIA,PUEBLORRICO,SINAI,2011,324.58246688
05576020,05,05576,ANTIOQUIA,PUEBLORRICO,BARCINO,2017,86.0421422925
05579001,05,05579,ANTIOQUIA,PUERTO BERRÍO,ALICANTE,2007,8787.19982664
05579002,05,05579,ANTIOQUIA,PUERTO BERRÍO,ALTO DE BUENOS AIRES,2007,5078.23482287
05579003,05,05579,ANTIOQUIA,PUERTO BERRÍO,BRASIL- LA CARLOTA,2007,5525.71924707
05579004,05,05579,ANTIOQUIA,PUERTO BERRÍO,CABAÑAS - PALESTINA,2007,4487.01311767
05579005,05,05579,ANTIOQUIA,PUERTO BERRÍO,CALAMAR - EL DORADO,2007,2231.22618631
05579006,05,05579,ANTIOQUIA,PUERTO BERRÍO,CRISTALINA,2007,7644.60604816
05579007,05,05579,ANTIOQUIA,PUERTO BERRÍO,EL JARDÍN,2007,2814.36318277
05579008,05,05579,ANTIOQUIA,PUERTO BERRÍO,EL PESCADO,2007,3761.67007048
05579009,05,05579,ANTIOQUIA,PUERTO BERRÍO,GRECIA,2007,3617.96785793
05579010,05,05579,ANTIOQUIA,PUERTO BERRÍO,LA CALERA,2007,5275.95347787
05579011,05,05579,ANTIOQUIA,PUERTO BERRÍO,LA CULEBRA,2007,1936.57919827
05579012,05,05579,ANTIOQUIA,PUERTO BERRÍO,LA SUIZA,2007,8534.4928594
05579013,05,05579,ANTIOQUIA,PUERTO BERRÍO,LAS FLORES,2007,6996.67587293
05579014,05,05579,ANTIOQUIA,PUERTO BERRÍO,MALENA,2007,18676.7497365
05579015,05,05579,ANTIOQUIA,PUERTO BERRÍO,MINAS DE VAPOR,2007,2354.77065788
05579016,05,05579,ANTIOQUIA,PUERTO BERRÍO,SABALETAS - BOLÍVAR,2007,5003.3788756
05579017,05,05579,ANTIOQUIA,PUERTO BERRÍO,SAN BARTOLO,2007,11647.4437912
05579018,05,05579,ANTIOQUIA,PUERTO BERRÍO,SAN JUAN DE BEDOUT,2007,7010.67987039
05579019,05,05579,ANTIOQUIA,PUERTO BERRÍO,SAN JULIAN,2007,1917.99530961
05579020,05,05579,ANTIOQUIA,PUERTO BERRÍO,SANTA CRUZ,2007,3897.36118647
05579021,05,05579,ANTIOQUIA,PUERTO BERRÍO,VIRGINIAS,2007,4198.01230359
05585001,05,05585,ANTIOQUIA,PUERTO NARE,CANTERAS,2007,872.55260445
05585002,05,05585,ANTIOQUIA,PUERTO NARE,CAÑO SECO,2007,2867.26898591
05585003,05,05585,ANTIOQUIA,PUERTO NARE,COMINALES,2007,1902.12463285
05585004,05,05585,ANTIOQUIA,PUERTO NARE,EL ORO,2007,952.313826656
05585005,05,05585,ANTIOQUIA,PUERTO NARE,EL PARAISO,2007,1152.16096802
05585006,05,05585,ANTIOQUIA,PUERTO NARE,EL PORVENIR,2007,1627.24620207
05585007,05,05585,ANTIOQUIA,PUERTO NARE,HOYO RICO,2007,1341.87166367
05585008,05,05585,ANTIOQUIA,PUERTO NARE,LA ANGELITA,2007,2261.23679371
05585009,05,05585,ANTIOQUIA,PUERTO NARE,LA ARABIA,2007,527.725639316
05585010,05,05585,ANTIOQUIA,PUERTO NARE,LA CLARA,2007,1055.75835641
05585011,05,05585,ANTIOQUIA,PUERTO NARE,LA ESMERALDA,2007,2115.92678836
05585012,05,05585,ANTIOQUIA,PUERTO NARE,LA MINA,2007,5407.75377721
05585013,05,05585,ANTIOQUIA,PUERTO NARE,LA PATIÑO,2007,5573.59903953
05585014,05,05585,ANTIOQUIA,PUERTO NARE,LA UNIÓN,2007,1713.91553996
05585015,05,05585,ANTIOQUIA,PUERTO NARE,LOS DELIRIOS,2007,1421.84085891
05585016,05,05585,ANTIOQUIA,PUERTO NARE,LOS LIMONES,2007,1231.6196267
05585017,05,05585,ANTIOQUIA,PUERTO NARE,MONTE CRISTO,2007,1097.61955343
05585018,05,05585,ANTIOQUIA,PUERTO NARE,MULAS,2007,4614.02607872
05585019,05,05585,ANTIOQUIA,PUERTO NARE,PEÑA FLOR,2007,8008.74699664
05585020,05,05585,ANTIOQUIA,PUERTO NARE,PLAYAS,2007,1842.63708514
